Municipios;Distritos;Secciones;Índice de Gini y Distribución de la renta P80/P20;Periodo;Total
29005 Algarrobo;2900501 Algarrobo distrito 01;;Distribución de la renta P80/P20;2020;2,4
29005 Algarrobo;2900501 Algarrobo distrito 01;;Distribución de la renta P80/P20;2019;2,4
29005 Algarrobo;2900501 Algarrobo distrito 01;;Distribución de la renta P80/P20;2018;2,6
29005 Algarrobo;2900501 Algarrobo distrito 01;;Distribución de la renta P80/P20;2017;2,6
29005 Algarrobo;2900501 Algarrobo distrito 01;;Distribución de la renta P80/P20;2016;2,9
29005 Algarrobo;2900501 Algarrobo distrito 01;;Distribución de la renta P80/P20;2015;2,9
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Índice de Gini;2023;27,7
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Índice de Gini;2022;28,3
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Índice de Gini;2021;27,6
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Índice de Gini;2020;29,4
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Índice de Gini;2019;28,4
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Índice de Gini;2018;29,3
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Índice de Gini;2017;31,1
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Índice de Gini;2016;30,8
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Índice de Gini;2015;31,7
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Distribución de la renta P80/P20;2023;2,4
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Distribución de la renta P80/P20;2022;2,4
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Distribución de la renta P80/P20;2021;2,3
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Distribución de la renta P80/P20;2020;2,4
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Distribución de la renta P80/P20;2019;2,4
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Distribución de la renta P80/P20;2018;2,5
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Distribución de la renta P80/P20;2017;2,6
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Distribución de la renta P80/P20;2016;2,6
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Distribución de la renta P80/P20;2015;2,5
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Índice de Gini;2023;29,2
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Índice de Gini;2022;27,4
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Índice de Gini;2021;28,4
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Índice de Gini;2020;28,5
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Índice de Gini;2019;27,3
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Índice de Gini;2018;28,7
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Índice de Gini;2017;30
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Índice de Gini;2016;30,8
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Índice de Gini;2015;32,4
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Distribución de la renta P80/P20;2023;2,4
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Distribución de la renta P80/P20;2022;2,1
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Distribución de la renta P80/P20;2021;2,2
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Distribución de la renta P80/P20;2020;2,4
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Distribución de la renta P80/P20;2019;2,4
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Distribución de la renta P80/P20;2018;2,4
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Distribución de la renta P80/P20;2017;2,4
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Distribución de la renta P80/P20;2016;2,5
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Distribución de la renta P80/P20;2015;2,7
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Índice de Gini;2023;31,2
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Índice de Gini;2022;32,5
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Índice de Gini;2021;33,1
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Índice de Gini;2020;32,5
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Índice de Gini;2019;31,2
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Índice de Gini;2018;33,2
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Índice de Gini;2017;34,2
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Índice de Gini;2016;35,7
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Índice de Gini;2015;35,2
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Distribución de la renta P80/P20;2023;2,4
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Distribución de la renta P80/P20;2022;2,8
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Distribución de la renta P80/P20;2021;2,7
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Distribución de la renta P80/P20;2020;2,6
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Distribución de la renta P80/P20;2019;2,5
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Distribución de la renta P80/P20;2018;2,9
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Distribución de la renta P80/P20;2017;3,1
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Distribución de la renta P80/P20;2016;3,2
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Distribución de la renta P80/P20;2015;3,1
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Índice de Gini;2023;29,7
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Índice de Gini;2022;29,1
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Índice de Gini;2021;29
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Índice de Gini;2020;29,2
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Índice de Gini;2019;30,5
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Índice de Gini;2018;31,8
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Índice de Gini;2017;32,3
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Índice de Gini;2016;34,2
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Índice de Gini;2015;34,7
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Distribución de la renta P80/P20;2023;2,4
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Distribución de la renta P80/P20;2022;2,4
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Distribución de la renta P80/P20;2021;2,3
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Distribución de la renta P80/P20;2020;2,4
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Distribución de la renta P80/P20;2019;2,6
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Distribución de la renta P80/P20;2018;2,4
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Distribución de la renta P80/P20;2017;2,7
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Distribución de la renta P80/P20;2016;3
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Distribución de la renta P80/P20;2015;3
29006 Algatocín;;;Índice de Gini;2023;31,3
29006 Algatocín;;;Índice de Gini;2022;29,8
29006 Algatocín;;;Índice de Gini;2021;30,6
29006 Algatocín;;;Índice de Gini;2020;30,6
29006 Algatocín;;;Índice de Gini;2019;29,2
29006 Algatocín;;;Índice de Gini;2018;28
29006 Algatocín;;;Índice de Gini;2017;29,7
29006 Algatocín;;;Índice de Gini;2016;31,1
29006 Algatocín;;;Índice de Gini;2015;31,8
29006 Algatocín;;;Distribución de la renta P80/P20;2023;2,3
29006 Algatocín;;;Distribución de la renta P80/P20;2022;2,4
29006 Algatocín;;;Distribución de la renta P80/P20;2021;2,5
29006 Algatocín;;;Distribución de la renta P80/P20;2020;2,3
29006 Algatocín;;;Distribución de la renta P80/P20;2019;2,3
29006 Algatocín;;;Distribución de la renta P80/P20;2018;2,4
29006 Algatocín;;;Distribución de la renta P80/P20;2017;2,2
29006 Algatocín;;;Distribución de la renta P80/P20;2016;2,4
29006 Algatocín;;;Distribución de la renta P80/P20;2015;2,6
29006 Algatocín;2900601 Algatocín distrito 01;;Índice de Gini;2023;31,3
29006 Algatocín;2900601 Algatocín distrito 01;;Índice de Gini;2022;29,8
29006 Algatocín;2900601 Algatocín distrito 01;;Índice de Gini;2021;30,6
29006 Algatocín;2900601 Algatocín distrito 01;;Índice de Gini;2020;30,6
29006 Algatocín;2900601 Algatocín distrito 01;;Índice de Gini;2019;29,2
29006 Algatocín;2900601 Algatocín distrito 01;;Índice de Gini;2018;28
29006 Algatocín;2900601 Algatocín distrito 01;;Índice de Gini;2017;29,7
29006 Algatocín;2900601 Algatocín distrito 01;;Índice de Gini;2016;31,1
29006 Algatocín;2900601 Algatocín distrito 01;;Índice de Gini;2015;31,8
29006 Algatocín;2900601 Algatocín distrito 01;;Distribución de la renta P80/P20;2023;2,3
29006 Algatocín;2900601 Algatocín distrito 01;;Distribución de la renta P80/P20;2022;2,4
29006 Algatocín;2900601 Algatocín distrito 01;;Distribución de la renta P80/P20;2021;2,5
29006 Algatocín;2900601 Algatocín distrito 01;;Distribución de la renta P80/P20;2020;2,3
29006 Algatocín;2900601 Algatocín distrito 01;;Distribución de la renta P80/P20;2019;2,3
29006 Algatocín;2900601 Algatocín distrito 01;;Distribución de la renta P80/P20;2018;2,4
29006 Algatocín;2900601 Algatocín distrito 01;;Distribución de la renta P80/P20;2017;2,2
29006 Algatocín;2900601 Algatocín distrito 01;;Distribución de la renta P80/P20;2016;2,4
29006 Algatocín;2900601 Algatocín distrito 01;;Distribución de la renta P80/P20;2015;2,6
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Índice de Gini;2023;31,3
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Índice de Gini;2022;29,8
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Índice de Gini;2021;30,6
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Índice de Gini;2020;30,6
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Índice de Gini;2019;29,2
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Índice de Gini;2018;28
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Índice de Gini;2017;29,7
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Índice de Gini;2016;31,1
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Índice de Gini;2015;31,8
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Distribución de la renta P80/P20;2023;2,3
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Distribución de la renta P80/P20;2022;2,4
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Distribución de la renta P80/P20;2021;2,5
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Distribución de la renta P80/P20;2020;2,3
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Distribución de la renta P80/P20;2019;2,3
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Distribución de la renta P80/P20;2018;2,4
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Distribución de la renta P80/P20;2017;2,2
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Distribución de la renta P80/P20;2016;2,4
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Distribución de la renta P80/P20;2015;2,6
29007 Alhaurín de la Torre;;;Índice de Gini;2023;30
29007 Alhaurín de la Torre;;;Índice de Gini;2022;30,5
29007 Alhaurín de la Torre;;;Índice de Gini;2021;30,8
29007 Alhaurín de la Torre;;;Índice de Gini;2020;31,5
29007 Alhaurín de la Torre;;;Índice de Gini;2019;31,1
29007 Alhaurín de la Torre;;;Índice de Gini;2018;32
29007 Alhaurín de la Torre;;;Índice de Gini;2017;33
29007 Alhaurín de la Torre;;;Índice de Gini;2016;34
29007 Alhaurín de la Torre;;;Índice de Gini;2015;34,2
29007 Alhaurín de la Torre;;;Distribución de la renta P80/P20;2023;2,6
29007 Alhaurín de la Torre;;;Distribución de la renta P80/P20;2022;2,6
29007 Alhaurín de la Torre;;;Distribución de la renta P80/P20;2021;2,6
29007 Alhaurín de la Torre;;;Distribución de la renta P80/P20;2020;2,6
29007 Alhaurín de la Torre;;;Distribución de la renta P80/P20;2019;2,6
29007 Alhaurín de la Torre;;;Distribución de la renta P80/P20;2018;2,7
29007 Alhaurín de la Torre;;;Distribución de la renta P80/P20;2017;2,8
29007 Alhaurín de la Torre;;;Distribución de la renta P80/P20;2016;3
29007 Alhaurín de la Torre;;;Distribución de la renta P80/P20;2015;2,9
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Índice de Gini;2023;30
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Índice de Gini;2022;30,5
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Índice de Gini;2021;30,8
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Índice de Gini;2020;31,5
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Índice de Gini;2019;31,1
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Índice de Gini;2018;32
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Índice de Gini;2017;33
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Índice de Gini;2016;34
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Índice de Gini;2015;34,2
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Distribución de la renta P80/P20;2023;2,6
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Distribución de la renta P80/P20;2022;2,6
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Distribución de la renta P80/P20;2021;2,6
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Distribución de la renta P80/P20;2020;2,6
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Distribución de la renta P80/P20;2019;2,6
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Distribución de la renta P80/P20;2018;2,7
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Distribución de la renta P80/P20;2017;2,8
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Distribución de la renta P80/P20;2016;3
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Distribución de la renta P80/P20;2015;2,9
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701001 Alhaurín de la Torre sección 01001;Índice de Gini;2023;27,3
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701001 Alhaurín de la Torre sección 01001;Índice de Gini;2022;29,1
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701001 Alhaurín de la Torre sección 01001;Índice de Gini;2021;29,2
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701001 Alhaurín de la Torre sección 01001;Índice de Gini;2020;30,8
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701001 Alhaurín de la Torre sección 01001;Índice de Gini;2019;31
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701001 Alhaurín de la Torre sección 01001;Índice de Gini;2018;31,6
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701001 Alhaurín de la Torre sección 01001;Índice de Gini;2017;32,7
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701001 Alhaurín de la Torre sección 01001;Índice de Gini;2016;33,3
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701001 Alhaurín de la Torre sección 01001;Índice de Gini;2015;34,5
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701001 Alhaurín de la Torre sección 01001;Distribución de la renta P80/P20;2023;2,4
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701001 Alhaurín de la Torre sección 01001;Distribución de la renta P80/P20;2022;2,5
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701001 Alhaurín de la Torre sección 01001;Distribución de la renta P80/P20;2021;2,6
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701001 Alhaurín de la Torre sección 01001;Distribución de la renta P80/P20;2020;2,6
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701001 Alhaurín de la Torre sección 01001;Distribución de la renta P80/P20;2019;2,9
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701001 Alhaurín de la Torre sección 01001;Distribución de la renta P80/P20;2018;2,8
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701001 Alhaurín de la Torre sección 01001;Distribución de la renta P80/P20;2017;2,9
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701001 Alhaurín de la Torre sección 01001;Distribución de la renta P80/P20;2016;2,9
