Municipios;Sexo;Periodo;Total
29083 Riogordo;Hombres;2019;1.429
29083 Riogordo;Hombres;2018;1.423
29083 Riogordo;Hombres;2017;1.423
29083 Riogordo;Hombres;2016;1.469
29083 Riogordo;Hombres;2015;1.539
29083 Riogordo;Mujeres;2025;1.348
29083 Riogordo;Mujeres;2024;1.321
29083 Riogordo;Mujeres;2023;1.333
29083 Riogordo;Mujeres;2022;1.315
29083 Riogordo;Mujeres;2021;1.311
29083 Riogordo;Mujeres;2020;1.307
29083 Riogordo;Mujeres;2019;1.295
29083 Riogordo;Mujeres;2018;1.278
29083 Riogordo;Mujeres;2017;1.292
29083 Riogordo;Mujeres;2016;1.343
29083 Riogordo;Mujeres;2015;1.397
29084 Ronda;Total;2025;33.671
29084 Ronda;Total;2024;33.451
29084 Ronda;Total;2023;33.329
29084 Ronda;Total;2022;33.401
29084 Ronda;Total;2021;33.624
29084 Ronda;Total;2020;33.730
29084 Ronda;Total;2019;33.877
29084 Ronda;Total;2018;33.978
29084 Ronda;Total;2017;34.268
29084 Ronda;Total;2016;34.381
29084 Ronda;Total;2015;35.676
29084 Ronda;Hombres;2025;16.317
29084 Ronda;Hombres;2024;16.227
29084 Ronda;Hombres;2023;16.130
29084 Ronda;Hombres;2022;16.205
29084 Ronda;Hombres;2021;16.295
29084 Ronda;Hombres;2020;16.362
29084 Ronda;Hombres;2019;16.427
29084 Ronda;Hombres;2018;16.530
29084 Ronda;Hombres;2017;16.665
29084 Ronda;Hombres;2016;16.762
29084 Ronda;Hombres;2015;17.421
29084 Ronda;Mujeres;2025;17.354
29084 Ronda;Mujeres;2024;17.224
29084 Ronda;Mujeres;2023;17.199
29084 Ronda;Mujeres;2022;17.196
29084 Ronda;Mujeres;2021;17.329
29084 Ronda;Mujeres;2020;17.368
29084 Ronda;Mujeres;2019;17.450
29084 Ronda;Mujeres;2018;17.448
29084 Ronda;Mujeres;2017;17.603
29084 Ronda;Mujeres;2016;17.619
29084 Ronda;Mujeres;2015;18.255
29085 Salares;Total;2025;194
29085 Salares;Total;2024;198
29085 Salares;Total;2023;187
29085 Salares;Total;2022;175
29085 Salares;Total;2021;173
29085 Salares;Total;2020;173
29085 Salares;Total;2019;169
29085 Salares;Total;2018;174
29085 Salares;Total;2017;175
29085 Salares;Total;2016;181
29085 Salares;Total;2015;207
29085 Salares;Hombres;2025;108
29085 Salares;Hombres;2024;108
29085 Salares;Hombres;2023;101
29085 Salares;Hombres;2022;88
29085 Salares;Hombres;2021;88
29085 Salares;Hombres;2020;86
29085 Salares;Hombres;2019;87
29085 Salares;Hombres;2018;89
29085 Salares;Hombres;2017;88
29085 Salares;Hombres;2016;93
29085 Salares;Hombres;2015;105
29085 Salares;Mujeres;2025;86
29085 Salares;Mujeres;2024;90
29085 Salares;Mujeres;2023;86
29085 Salares;Mujeres;2022;87
29085 Salares;Mujeres;2021;85
29085 Salares;Mujeres;2020;87
29085 Salares;Mujeres;2019;82
29085 Salares;Mujeres;2018;85
29085 Salares;Mujeres;2017;87
29085 Salares;Mujeres;2016;88
29085 Salares;Mujeres;2015;102
29086 Sayalonga;Total;2025;1.672
29086 Sayalonga;Total;2024;1.646
29086 Sayalonga;Total;2023;1.647
29086 Sayalonga;Total;2022;1.641
29086 Sayalonga;Total;2021;1.614
29086 Sayalonga;Total;2020;1.568
29086 Sayalonga;Total;2019;1.681
29086 Sayalonga;Total;2018;1.658
29086 Sayalonga;Total;2017;1.579
29086 Sayalonga;Total;2016;1.628
29086 Sayalonga;Total;2015;1.505
29086 Sayalonga;Hombres;2025;884
29086 Sayalonga;Hombres;2024;870
29086 Sayalonga;Hombres;2023;865
29086 Sayalonga;Hombres;2022;845
29086 Sayalonga;Hombres;2021;832
29086 Sayalonga;Hombres;2020;817
29086 Sayalonga;Hombres;2019;863
29086 Sayalonga;Hombres;2018;849
29086 Sayalonga;Hombres;2017;810
29086 Sayalonga;Hombres;2016;841
29086 Sayalonga;Hombres;2015;770
29086 Sayalonga;Mujeres;2025;788
29086 Sayalonga;Mujeres;2024;776
29086 Sayalonga;Mujeres;2023;782
29086 Sayalonga;Mujeres;2022;796
29086 Sayalonga;Mujeres;2021;782
29086 Sayalonga;Mujeres;2020;751
29086 Sayalonga;Mujeres;2019;818
29086 Sayalonga;Mujeres;2018;809
29086 Sayalonga;Mujeres;2017;769
29086 Sayalonga;Mujeres;2016;787
29086 Sayalonga;Mujeres;2015;735
29087 Sedella;Total;2025;607
29087 Sedella;Total;2024;600
29087 Sedella;Total;2023;611
29087 Sedella;Total;2022;598
29087 Sedella;Total;2021;592
29087 Sedella;Total;2020;576
29087 Sedella;Total;2019;606
29087 Sedella;Total;2018;606
29087 Sedella;Total;2017;634
29087 Sedella;Total;2016;625
29087 Sedella;Total;2015;692
29087 Sedella;Hombres;2025;350
29087 Sedella;Hombres;2024;337
29087 Sedella;Hombres;2023;342
29087 Sedella;Hombres;2022;341
29087 Sedella;Hombres;2021;336
29087 Sedella;Hombres;2020;327
29087 Sedella;Hombres;2019;341
29087 Sedella;Hombres;2018;344
29087 Sedella;Hombres;2017;354
29087 Sedella;Hombres;2016;354
29087 Sedella;Hombres;2015;389
29087 Sedella;Mujeres;2025;257
29087 Sedella;Mujeres;2024;263
29087 Sedella;Mujeres;2023;269
29087 Sedella;Mujeres;2022;257
29087 Sedella;Mujeres;2021;256
29087 Sedella;Mujeres;2020;249
29087 Sedella;Mujeres;2019;265
29087 Sedella;Mujeres;2018;262
29087 Sedella;Mujeres;2017;280
29087 Sedella;Mujeres;2016;271
29087 Sedella;Mujeres;2015;303
29904 Serrato;Total;2025;457
29904 Serrato;Total;2024;453
29904 Serrato;Total;2023;447
29904 Serrato;Total;2022;458
29904 Serrato;Total;2021;473
29904 Serrato;Total;2020;482
29904 Serrato;Total;2019;477
29904 Serrato;Total;2018;477
29904 Serrato;Total;2017;494
29904 Serrato;Total;2016;503
29904 Serrato;Total;2015;""
29904 Serrato;Hombres;2025;230
29904 Serrato;Hombres;2024;230
29904 Serrato;Hombres;2023;224
29904 Serrato;Hombres;2022;226
29904 Serrato;Hombres;2021;237
29904 Serrato;Hombres;2020;241
29904 Serrato;Hombres;2019;240
29904 Serrato;Hombres;2018;241
29904 Serrato;Hombres;2017;250
29904 Serrato;Hombres;2016;253
29904 Serrato;Hombres;2015;""
29904 Serrato;Mujeres;2025;227
29904 Serrato;Mujeres;2024;223
29904 Serrato;Mujeres;2023;223
29904 Serrato;Mujeres;2022;232
29904 Serrato;Mujeres;2021;236
29904 Serrato;Mujeres;2020;241
29904 Serrato;Mujeres;2019;237
29904 Serrato;Mujeres;2018;236
29904 Serrato;Mujeres;2017;244
29904 Serrato;Mujeres;2016;250
29904 Serrato;Mujeres;2015;""
29088 Sierra de Yeguas;Total;2025;3.418
29088 Sierra de Yeguas;Total;2024;3.452
29088 Sierra de Yeguas;Total;2023;3.418
29088 Sierra de Yeguas;Total;2022;3.393
29088 Sierra de Yeguas;Total;2021;3.386
29088 Sierra de Yeguas;Total;2020;3.318
29088 Sierra de Yeguas;Total;2019;3.346
29088 Sierra de Yeguas;Total;2018;3.356
29088 Sierra de Yeguas;Total;2017;3.363
29088 Sierra de Yeguas;Total;2016;3.370
29088 Sierra de Yeguas;Total;2015;3.398
29088 Sierra de Yeguas;Hombres;2025;1.721
29088 Sierra de Yeguas;Hombres;2024;1.726
29088 Sierra de Yeguas;Hombres;2023;1.707
29088 Sierra de Yeguas;Hombres;2022;1.707
29088 Sierra de Yeguas;Hombres;2021;1.714
29088 Sierra de Yeguas;Hombres;2020;1.676
29088 Sierra de Yeguas;Hombres;2019;1.690
29088 Sierra de Yeguas;Hombres;2018;1.698
29088 Sierra de Yeguas;Hombres;2017;1.703
29088 Sierra de Yeguas;Hombres;2016;1.693
29088 Sierra de Yeguas;Hombres;2015;1.713
29088 Sierra de Yeguas;Mujeres;2025;1.697
29088 Sierra de Yeguas;Mujeres;2024;1.726
29088 Sierra de Yeguas;Mujeres;2023;1.711
29088 Sierra de Yeguas;Mujeres;2022;1.686
29088 Sierra de Yeguas;Mujeres;2021;1.672
29088 Sierra de Yeguas;Mujeres;2020;1.642
29088 Sierra de Yeguas;Mujeres;2019;1.656
29088 Sierra de Yeguas;Mujeres;2018;1.658
29088 Sierra de Yeguas;Mujeres;2017;1.660
29088 Sierra de Yeguas;Mujeres;2016;1.677
29088 Sierra de Yeguas;Mujeres;2015;1.685
29089 Teba;Total;2025;3.708
29089 Teba;Total;2024;3.702
29089 Teba;Total;2023;3.678
29089 Teba;Total;2022;3.729
29089 Teba;Total;2021;3.727
29089 Teba;Total;2020;3.744
29089 Teba;Total;2019;3.760
29089 Teba;Total;2018;3.818
29089 Teba;Total;2017;3.847
29089 Teba;Total;2016;3.912
29089 Teba;Total;2015;3.973
29089 Teba;Hombres;2025;1.848
29089 Teba;Hombres;2024;1.856
29089 Teba;Hombres;2023;1.842
29089 Teba;Hombres;2022;1.875
29089 Teba;Hombres;2021;1.873
29089 Teba;Hombres;2020;1.870
29089 Teba;Hombres;2019;1.887
29089 Teba;Hombres;2018;1.927
29089 Teba;Hombres;2017;1.948
29089 Teba;Hombres;2016;1.973
29089 Teba;Hombres;2015;2.002
29089 Teba;Mujeres;2025;1.860
29089 Teba;Mujeres;2024;1.846
29089 Teba;Mujeres;2023;1.836
29089 Teba;Mujeres;2022;1.854
29089 Teba;Mujeres;2021;1.854
29089 Teba;Mujeres;2020;1.874
29089 Teba;Mujeres;2019;1.873
29089 Teba;Mujeres;2018;1.891
29089 Teba;Mujeres;2017;1.899
29089 Teba;Mujeres;2016;1.939
29089 Teba;Mujeres;2015;1.971
29090 Tolox;Total;2025;2.468
29090 Tolox;Total;2024;2.374
29090 Tolox;Total;2023;2.347
29090 Tolox;Total;2022;2.309
29090 Tolox;Total;2021;2.203
29090 Tolox;Total;2020;2.136
29090 Tolox;Total;2019;2.107
29090 Tolox;Total;2018;2.083
29090 Tolox;Total;2017;2.062
29090 Tolox;Total;2016;2.093
29090 Tolox;Total;2015;2.186
29090 Tolox;Hombres;2025;1.251
29090 Tolox;Hombres;2024;1.215
29090 Tolox;Hombres;2023;1.200
29090 Tolox;Hombres;2022;1.160
29090 Tolox;Hombres;2021;1.111
29090 Tolox;Hombres;2020;1.081
29090 Tolox;Hombres;2019;1.061
29090 Tolox;Hombres;2018;1.057
29090 Tolox;Hombres;2017;1.045
29090 Tolox;Hombres;2016;1.054
29090 Tolox;Hombres;2015;1.108
29090 Tolox;Mujeres;2025;1.217
29090 Tolox;Mujeres;2024;1.159
29090 Tolox;Mujeres;2023;1.147
29090 Tolox;Mujeres;2022;1.149
29090 Tolox;Mujeres;2021;1.092
29090 Tolox;Mujeres;2020;1.055
29090 Tolox;Mujeres;2019;1.046
29090 Tolox;Mujeres;2018;1.026
29090 Tolox;Mujeres;2017;1.017
29090 Tolox;Mujeres;2016;1.039
29090 Tolox;Mujeres;2015;1.078
29901 Torremolinos;Total;2025;71.329
29901 Torremolinos;Total;2024;70.933
29901 Torremolinos;Total;2023;70.434
29901 Torremolinos;Total;2022;68.819
29901 Torremolinos;Total;2021;68.056
29901 Torremolinos;Total;2020;69.166
29901 Torremolinos;Total;2019;68.661
29901 Torremolinos;Total;2018;68.262
29901 Torremolinos;Total;2017;67.701
29901 Torremolinos;Total;2016;67.786
29901 Torremolinos;Total;2015;67.492
29901 Torremolinos;Hombres;2025;35.786
29901 Torremolinos;Hombres;2024;35.808
29901 Torremolinos;Hombres;2023;35.209
29901 Torremolinos;Hombres;2022;34.437
29901 Torremolinos;Hombres;2021;34.047
29901 Torremolinos;Hombres;2020;34.603
29901 Torremolinos;Hombres;2019;34.276
29901 Torremolinos;Hombres;2018;34.079
29901 Torremolinos;Hombres;2017;33.841
29901 Torremolinos;Hombres;2016;33.870
29901 Torremolinos;Hombres;2015;33.717
29901 Torremolinos;Mujeres;2025;35.543
29901 Torremolinos;Mujeres;2024;35.125
29901 Torremolinos;Mujeres;2023;35.225
29901 Torremolinos;Mujeres;2022;34.382
29901 Torremolinos;Mujeres;2021;34.009
29901 Torremolinos;Mujeres;2020;34.563
29901 Torremolinos;Mujeres;2019;34.385
29901 Torremolinos;Mujeres;2018;34.183
29901 Torremolinos;Mujeres;2017;33.860
29901 Torremolinos;Mujeres;2016;33.916
29901 Torremolinos;Mujeres;2015;33.775
29091 Torrox;Total;2025;22.015
29091 Torrox;Total;2024;21.583
29091 Torrox;Total;2023;20.932
29091 Torrox;Total;2022;19.997
29091 Torrox;Total;2021;18.937
29091 Torrox;Total;2020;17.943
29091 Torrox;Total;2019;17.234
29091 Torrox;Total;2018;16.465
29091 Torrox;Total;2017;15.371
29091 Torrox;Total;2016;15.098
29091 Torrox;Total;2015;15.117
29091 Torrox;Hombres;2025;11.022
29091 Torrox;Hombres;2024;10.813
29091 Torrox;Hombres;2023;10.536
29091 Torrox;Hombres;2022;10.044
29091 Torrox;Hombres;2021;9.547
29091 Torrox;Hombres;2020;9.026
29091 Torrox;Hombres;2019;8.704
29091 Torrox;Hombres;2018;8.374
29091 Torrox;Hombres;2017;7.843
29091 Torrox;Hombres;2016;7.708
29091 Torrox;Hombres;2015;7.684
29091 Torrox;Mujeres;2025;10.993
29091 Torrox;Mujeres;2024;10.770
29091 Torrox;Mujeres;2023;10.396
29091 Torrox;Mujeres;2022;9.953
29091 Torrox;Mujeres;2021;9.390
29091 Torrox;Mujeres;2020;8.917
29091 Torrox;Mujeres;2019;8.530
29091 Torrox;Mujeres;2018;8.091
29091 Torrox;Mujeres;2017;7.528
29091 Torrox;Mujeres;2016;7.390
29091 Torrox;Mujeres;2015;7.433
29092 Totalán;Total;2025;797
29092 Totalán;Total;2024;776
29092 Totalán;Total;2023;767
29092 Totalán;Total;2022;750
29092 Totalán;Total;2021;725
29092 Totalán;Total;2020;737
29092 Totalán;Total;2019;746
29092 Totalán;Total;2018;715
29092 Totalán;Total;2017;710
29092 Totalán;Total;2016;707
29092 Totalán;Total;2015;710
29092 Totalán;Hombres;2025;409
29092 Totalán;Hombres;2024;394
29092 Totalán;Hombres;2023;389
29092 Totalán;Hombres;2022;382
29092 Totalán;Hombres;2021;368
29092 Totalán;Hombres;2020;376
29092 Totalán;Hombres;2019;380
29092 Totalán;Hombres;2018;376
29092 Totalán;Hombres;2017;373
29092 Totalán;Hombres;2016;370
29092 Totalán;Hombres;2015;373
29092 Totalán;Mujeres;2025;388
29092 Totalán;Mujeres;2024;382
29092 Totalán;Mujeres;2023;378
29092 Totalán;Mujeres;2022;368
29092 Totalán;Mujeres;2021;357
29092 Totalán;Mujeres;2020;361
29092 Totalán;Mujeres;2019;366
29092 Totalán;Mujeres;2018;339
29092 Totalán;Mujeres;2017;337
29092 Totalán;Mujeres;2016;337
29092 Totalán;Mujeres;2015;337
29093 Valle de Abdalajís;Total;2025;2.439
29093 Valle de Abdalajís;Total;2024;2.435
29093 Valle de Abdalajís;Total;2023;2.441
29093 Valle de Abdalajís;Total;2022;2.473
29093 Valle de Abdalajís;Total;2021;2.483
29093 Valle de Abdalajís;Total;2020;2.502
29093 Valle de Abdalajís;Total;2019;2.542
29093 Valle de Abdalajís;Total;2018;2.568
29093 Valle de Abdalajís;Total;2017;2.577
29093 Valle de Abdalajís;Total;2016;2.603
29093 Valle de Abdalajís;Total;2015;2.615
29093 Valle de Abdalajís;Hombres;2025;1.230
29093 Valle de Abdalajís;Hombres;2024;1.225
29093 Valle de Abdalajís;Hombres;2023;1.232
29093 Valle de Abdalajís;Hombres;2022;1.245
29093 Valle de Abdalajís;Hombres;2021;1.259
29093 Valle de Abdalajís;Hombres;2020;1.278
29093 Valle de Abdalajís;Hombres;2019;1.292
29093 Valle de Abdalajís;Hombres;2018;1.303
29093 Valle de Abdalajís;Hombres;2017;1.315
29093 Valle de Abdalajís;Hombres;2016;1.320
29093 Valle de Abdalajís;Hombres;2015;1.323
29093 Valle de Abdalajís;Mujeres;2025;1.209
29093 Valle de Abdalajís;Mujeres;2024;1.210
29093 Valle de Abdalajís;Mujeres;2023;1.209
29093 Valle de Abdalajís;Mujeres;2022;1.228
29093 Valle de Abdalajís;Mujeres;2021;1.224
29093 Valle de Abdalajís;Mujeres;2020;1.224
29093 Valle de Abdalajís;Mujeres;2019;1.250
29093 Valle de Abdalajís;Mujeres;2018;1.265
29093 Valle de Abdalajís;Mujeres;2017;1.262
29093 Valle de Abdalajís;Mujeres;2016;1.283
29093 Valle de Abdalajís;Mujeres;2015;1.292
29094 Vélez-Málaga;Total;2025;86.048
29094 Vélez-Málaga;Total;2024;85.990
29094 Vélez-Málaga;Total;2023;85.377
29094 Vélez-Málaga;Total;2022;83.899
29094 Vélez-Málaga;Total;2021;82.967
29094 Vélez-Málaga;Total;2020;82.365
29094 Vélez-Málaga;Total;2019;81.643
29094 Vélez-Málaga;Total;2018;80.817
29094 Vélez-Málaga;Total;2017;79.878
29094 Vélez-Málaga;Total;2016;78.890
29094 Vélez-Málaga;Total;2015;78.166
29094 Vélez-Málaga;Hombres;2025;42.170
29094 Vélez-Málaga;Hombres;2024;42.240
29094 Vélez-Málaga;Hombres;2023;42.009
29094 Vélez-Málaga;Hombres;2022;41.352
29094 Vélez-Málaga;Hombres;2021;40.919
29094 Vélez-Málaga;Hombres;2020;40.548
29094 Vélez-Málaga;Hombres;2019;40.239
29094 Vélez-Málaga;Hombres;2018;39.900
29094 Vélez-Málaga;Hombres;2017;39.499
29094 Vélez-Málaga;Hombres;2016;39.114
29094 Vélez-Málaga;Hombres;2015;38.769
29094 Vélez-Málaga;Mujeres;2025;43.878
29094 Vélez-Málaga;Mujeres;2024;43.750
29094 Vélez-Málaga;Mujeres;2023;43.368
29094 Vélez-Málaga;Mujeres;2022;42.547
29094 Vélez-Málaga;Mujeres;2021;42.048
29094 Vélez-Málaga;Mujeres;2020;41.817
29094 Vélez-Málaga;Mujeres;2019;41.404
29094 Vélez-Málaga;Mujeres;2018;40.917
29094 Vélez-Málaga;Mujeres;2017;40.379
29094 Vélez-Málaga;Mujeres;2016;39.776
29094 Vélez-Málaga;Mujeres;2015;39.397
29095 Villanueva de Algaidas;Total;2025;4.084
29095 Villanueva de Algaidas;Total;2024;4.075
29095 Villanueva de Algaidas;Total;2023;4.113
29095 Villanueva de Algaidas;Total;2022;4.146
29095 Villanueva de Algaidas;Total;2021;4.129
29095 Villanueva de Algaidas;Total;2020;4.148
29095 Villanueva de Algaidas;Total;2019;4.176
29095 Villanueva de Algaidas;Total;2018;4.218
29095 Villanueva de Algaidas;Total;2017;4.238
29095 Villanueva de Algaidas;Total;2016;4.325
29095 Villanueva de Algaidas;Total;2015;4.337
29095 Villanueva de Algaidas;Hombres;2025;2.062
29095 Villanueva de Algaidas;Hombres;2024;2.060
29095 Villanueva de Algaidas;Hombres;2023;2.079
29095 Villanueva de Algaidas;Hombres;2022;2.116
29095 Villanueva de Algaidas;Hombres;2021;2.119
29095 Villanueva de Algaidas;Hombres;2020;2.119
29095 Villanueva de Algaidas;Hombres;2019;2.143
29095 Villanueva de Algaidas;Hombres;2018;2.170
29095 Villanueva de Algaidas;Hombres;2017;2.181
29095 Villanueva de Algaidas;Hombres;2016;2.233
29095 Villanueva de Algaidas;Hombres;2015;2.219
29095 Villanueva de Algaidas;Mujeres;2025;2.022
29095 Villanueva de Algaidas;Mujeres;2024;2.015
29095 Villanueva de Algaidas;Mujeres;2023;2.034
29095 Villanueva de Algaidas;Mujeres;2022;2.030
29095 Villanueva de Algaidas;Mujeres;2021;2.010
29095 Villanueva de Algaidas;Mujeres;2020;2.029
29095 Villanueva de Algaidas;Mujeres;2019;2.033
29095 Villanueva de Algaidas;Mujeres;2018;2.048
29095 Villanueva de Algaidas;Mujeres;2017;2.057
29095 Villanueva de Algaidas;Mujeres;2016;2.092
29095 Villanueva de Algaidas;Mujeres;2015;2.118
29902 Villanueva de la Concepción;Total;2025;3.296
29902 Villanueva de la Concepción;Total;2024;3.286
29902 Villanueva de la Concepción;Total;2023;3.302
29902 Villanueva de la Concepción;Total;2022;3.295
29902 Villanueva de la Concepción;Total;2021;3.277
29902 Villanueva de la Concepción;Total;2020;3.288
29902 Villanueva de la Concepción;Total;2019;3.296
29902 Villanueva de la Concepción;Total;2018;3.288
29902 Villanueva de la Concepción;Total;2017;3.290
29902 Villanueva de la Concepción;Total;2016;3.304
29902 Villanueva de la Concepción;Total;2015;3.341
29902 Villanueva de la Concepción;Hombres;2025;1.599
29902 Villanueva de la Concepción;Hombres;2024;1.581
29902 Villanueva de la Concepción;Hombres;2023;1.594
29902 Villanueva de la Concepción;Hombres;2022;1.588
29902 Villanueva de la Concepción;Hombres;2021;1.592
29902 Villanueva de la Concepción;Hombres;2020;1.606
29902 Villanueva de la Concepción;Hombres;2019;1.612
29902 Villanueva de la Concepción;Hombres;2018;1.609
29902 Villanueva de la Concepción;Hombres;2017;1.605
29902 Villanueva de la Concepción;Hombres;2016;1.610
29902 Villanueva de la Concepción;Hombres;2015;1.631
29902 Villanueva de la Concepción;Mujeres;2025;1.697
29902 Villanueva de la Concepción;Mujeres;2024;1.705
29902 Villanueva de la Concepción;Mujeres;2023;1.708
29902 Villanueva de la Concepción;Mujeres;2022;1.707
29902 Villanueva de la Concepción;Mujeres;2021;1.685
29902 Villanueva de la Concepción;Mujeres;2020;1.682
29902 Villanueva de la Concepción;Mujeres;2019;1.684
29902 Villanueva de la Concepción;Mujeres;2018;1.679
29902 Villanueva de la Concepción;Mujeres;2017;1.685
29902 Villanueva de la Concepción;Mujeres;2016;1.694
29902 Villanueva de la Concepción;Mujeres;2015;1.710
29098 Villanueva de Tapia;Total;2025;1.391
29098 Villanueva de Tapia;Total;2024;1.396
29098 Villanueva de Tapia;Total;2023;1.405
29098 Villanueva de Tapia;Total;2022;1.417
29098 Villanueva de Tapia;Total;2021;1.437
29098 Villanueva de Tapia;Total;2020;1.460
29098 Villanueva de Tapia;Total;2019;1.476
29098 Villanueva de Tapia;Total;2018;1.490
29098 Villanueva de Tapia;Total;2017;1.523
29098 Villanueva de Tapia;Total;2016;1.531
29098 Villanueva de Tapia;Total;2015;1.544
29098 Villanueva de Tapia;Hombres;2025;699
29098 Villanueva de Tapia;Hombres;2024;707
29098 Villanueva de Tapia;Hombres;2023;711
29098 Villanueva de Tapia;Hombres;2022;716
29098 Villanueva de Tapia;Hombres;2021;728
29098 Villanueva de Tapia;Hombres;2020;736
29098 Villanueva de Tapia;Hombres;2019;744
29098 Villanueva de Tapia;Hombres;2018;756
29098 Villanueva de Tapia;Hombres;2017;772
29098 Villanueva de Tapia;Hombres;2016;776
29098 Villanueva de Tapia;Hombres;2015;779
29098 Villanueva de Tapia;Mujeres;2025;692
29098 Villanueva de Tapia;Mujeres;2024;689
29098 Villanueva de Tapia;Mujeres;2023;694
29098 Villanueva de Tapia;Mujeres;2022;701
29098 Villanueva de Tapia;Mujeres;2021;709
29098 Villanueva de Tapia;Mujeres;2020;724
29098 Villanueva de Tapia;Mujeres;2019;732
29098 Villanueva de Tapia;Mujeres;2018;734
29098 Villanueva de Tapia;Mujeres;2017;751
29098 Villanueva de Tapia;Mujeres;2016;755
29098 Villanueva de Tapia;Mujeres;2015;765
29096 Villanueva del Rosario;Total;2025;3.470
29096 Villanueva del Rosario;Total;2024;3.401
29096 Villanueva del Rosario;Total;2023;3.348
29096 Villanueva del Rosario;Total;2022;3.339
29096 Villanueva del Rosario;Total;2021;3.374
29096 Villanueva del Rosario;Total;2020;3.362
29096 Villanueva del Rosario;Total;2019;3.356
29096 Villanueva del Rosario;Total;2018;3.373
29096 Villanueva del Rosario;Total;2017;3.383
29096 Villanueva del Rosario;Total;2016;3.465
29096 Villanueva del Rosario;Total;2015;3.508
29096 Villanueva del Rosario;Hombres;2025;1.695
29096 Villanueva del Rosario;Hombres;2024;1.661
29096 Villanueva del Rosario;Hombres;2023;1.638
29096 Villanueva del Rosario;Hombres;2022;1.636
29096 Villanueva del Rosario;Hombres;2021;1.633
29096 Villanueva del Rosario;Hombres;2020;1.638
29096 Villanueva del Rosario;Hombres;2019;1.649
29096 Villanueva del Rosario;Hombres;2018;1.647
29096 Villanueva del Rosario;Hombres;2017;1.654
29096 Villanueva del Rosario;Hombres;2016;1.692
29096 Villanueva del Rosario;Hombres;2015;1.715
29096 Villanueva del Rosario;Mujeres;2025;1.775
29096 Villanueva del Rosario;Mujeres;2024;1.740
29096 Villanueva del Rosario;Mujeres;2023;1.710
29096 Villanueva del Rosario;Mujeres;2022;1.703
29096 Villanueva del Rosario;Mujeres;2021;1.741
29096 Villanueva del Rosario;Mujeres;2020;1.724
29096 Villanueva del Rosario;Mujeres;2019;1.707
29096 Villanueva del Rosario;Mujeres;2018;1.726
29096 Villanueva del Rosario;Mujeres;2017;1.729
29096 Villanueva del Rosario;Mujeres;2016;1.773
29096 Villanueva del Rosario;Mujeres;2015;1.793
29097 Villanueva del Trabuco;Total;2025;5.521
29097 Villanueva del Trabuco;Total;2024;5.410
29097 Villanueva del Trabuco;Total;2023;5.360
29097 Villanueva del Trabuco;Total;2022;5.340
29097 Villanueva del Trabuco;Total;2021;5.360
29097 Villanueva del Trabuco;Total;2020;5.308
29097 Villanueva del Trabuco;Total;2019;5.299
29097 Villanueva del Trabuco;Total;2018;5.300
29097 Villanueva del Trabuco;Total;2017;5.327
29097 Villanueva del Trabuco;Total;2016;5.313
29097 Villanueva del Trabuco;Total;2015;5.246
29097 Villanueva del Trabuco;Hombres;2025;2.759
29097 Villanueva del Trabuco;Hombres;2024;2.720
29097 Villanueva del Trabuco;Hombres;2023;2.677
29097 Villanueva del Trabuco;Hombres;2022;2.666
29097 Villanueva del Trabuco;Hombres;2021;2.688
29097 Villanueva del Trabuco;Hombres;2020;2.648
29097 Villanueva del Trabuco;Hombres;2019;2.659
29097 Villanueva del Trabuco;Hombres;2018;2.663
29097 Villanueva del Trabuco;Hombres;2017;2.665
29097 Villanueva del Trabuco;Hombres;2016;2.657
29097 Villanueva del Trabuco;Hombres;2015;2.615
29097 Villanueva del Trabuco;Mujeres;2025;2.762
29097 Villanueva del Trabuco;Mujeres;2024;2.690
29097 Villanueva del Trabuco;Mujeres;2023;2.683
29097 Villanueva del Trabuco;Mujeres;2022;2.674
29097 Villanueva del Trabuco;Mujeres;2021;2.672
29097 Villanueva del Trabuco;Mujeres;2020;2.660
29097 Villanueva del Trabuco;Mujeres;2019;2.640
29097 Villanueva del Trabuco;Mujeres;2018;2.637
29097 Villanueva del Trabuco;Mujeres;2017;2.662
29097 Villanueva del Trabuco;Mujeres;2016;2.656
29097 Villanueva del Trabuco;Mujeres;2015;2.631
29099 Viñuela;Total;2025;2.044
29099 Viñuela;Total;2024;2.006
29099 Viñuela;Total;2023;2.059
29099 Viñuela;Total;2022;2.106
29099 Viñuela;Total;2021;2.045
29099 Viñuela;Total;2020;2.055
29099 Viñuela;Total;2019;2.034
29099 Viñuela;Total;2018;2.020
29099 Viñuela;Total;2017;2.045
29099 Viñuela;Total;2016;2.009
29099 Viñuela;Total;2015;2.013
29099 Viñuela;Hombres;2025;1.041
29099 Viñuela;Hombres;2024;1.026
29099 Viñuela;Hombres;2023;1.071
29099 Viñuela;Hombres;2022;1.098
29099 Viñuela;Hombres;2021;1.062
29099 Viñuela;Hombres;2020;1.079
29099 Viñuela;Hombres;2019;1.061
29099 Viñuela;Hombres;2018;1.051
29099 Viñuela;Hombres;2017;1.061
29099 Viñuela;Hombres;2016;1.035
29099 Viñuela;Hombres;2015;1.046
29099 Viñuela;Mujeres;2025;1.003
29099 Viñuela;Mujeres;2024;980
29099 Viñuela;Mujeres;2023;988
29099 Viñuela;Mujeres;2022;1.008
29099 Viñuela;Mujeres;2021;983
29099 Viñuela;Mujeres;2020;976
29099 Viñuela;Mujeres;2019;973
