Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403009 Vélez-Málaga sección 03009;Renta neta media por persona;2023;10.526
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403009 Vélez-Málaga sección 03009;Renta neta media por persona;2022;9.964
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403009 Vélez-Málaga sección 03009;Renta neta media por persona;2021;9.262
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403009 Vélez-Málaga sección 03009;Renta neta media por persona;2020;8.525
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403009 Vélez-Málaga sección 03009;Renta neta media por persona;2019;8.470
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403009 Vélez-Málaga sección 03009;Renta neta media por persona;2018;7.767
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403009 Vélez-Málaga sección 03009;Renta neta media por persona;2017;7.259
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403009 Vélez-Málaga sección 03009;Renta neta media por persona;2016;7.001
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403009 Vélez-Málaga sección 03009;Renta neta media por persona;2015;6.881
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403009 Vélez-Málaga sección 03009;Renta neta media por hogar;2023;25.220
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403009 Vélez-Málaga sección 03009;Renta neta media por hogar;2022;23.661
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403009 Vélez-Málaga sección 03009;Renta neta media por hogar;2021;21.932
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403009 Vélez-Málaga sección 03009;Renta neta media por hogar;2020;21.199
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403009 Vélez-Málaga sección 03009;Renta neta media por hogar;2019;20.995
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403009 Vélez-Málaga sección 03009;Renta neta media por hogar;2018;19.514
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403009 Vélez-Málaga sección 03009;Renta neta media por hogar;2017;18.428
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403009 Vélez-Málaga sección 03009;Renta neta media por hogar;2016;17.820
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403009 Vélez-Málaga sección 03009;Renta neta media por hogar;2015;17.548
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403010 Vélez-Málaga sección 03010;Renta neta media por persona;2023;10.429
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403010 Vélez-Málaga sección 03010;Renta neta media por persona;2022;9.988
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403010 Vélez-Málaga sección 03010;Renta neta media por persona;2021;9.345
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403010 Vélez-Málaga sección 03010;Renta neta media por persona;2020;8.617
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403010 Vélez-Málaga sección 03010;Renta neta media por persona;2019;8.520
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403010 Vélez-Málaga sección 03010;Renta neta media por persona;2018;8.120
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403010 Vélez-Málaga sección 03010;Renta neta media por persona;2017;7.546
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403010 Vélez-Málaga sección 03010;Renta neta media por persona;2016;7.069
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403010 Vélez-Málaga sección 03010;Renta neta media por persona;2015;6.908
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403010 Vélez-Málaga sección 03010;Renta neta media por hogar;2023;29.438
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403010 Vélez-Málaga sección 03010;Renta neta media por hogar;2022;27.919
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403010 Vélez-Málaga sección 03010;Renta neta media por hogar;2021;26.428
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403010 Vélez-Málaga sección 03010;Renta neta media por hogar;2020;24.903
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403010 Vélez-Málaga sección 03010;Renta neta media por hogar;2019;24.515
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403010 Vélez-Málaga sección 03010;Renta neta media por hogar;2018;23.129
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403010 Vélez-Málaga sección 03010;Renta neta media por hogar;2017;21.702
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403010 Vélez-Málaga sección 03010;Renta neta media por hogar;2016;20.374
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403010 Vélez-Málaga sección 03010;Renta neta media por hogar;2015;19.390
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403011 Vélez-Málaga sección 03011;Renta neta media por persona;2023;13.247
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403011 Vélez-Málaga sección 03011;Renta neta media por persona;2022;12.802
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403011 Vélez-Málaga sección 03011;Renta neta media por persona;2021;12.274
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403011 Vélez-Málaga sección 03011;Renta neta media por persona;2020;11.343
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403011 Vélez-Málaga sección 03011;Renta neta media por persona;2019;11.122
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403011 Vélez-Málaga sección 03011;Renta neta media por persona;2018;10.072
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403011 Vélez-Málaga sección 03011;Renta neta media por persona;2017;9.469
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403011 Vélez-Málaga sección 03011;Renta neta media por persona;2016;9.014
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403011 Vélez-Málaga sección 03011;Renta neta media por persona;2015;8.737
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403011 Vélez-Málaga sección 03011;Renta neta media por hogar;2023;37.941
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403011 Vélez-Málaga sección 03011;Renta neta media por hogar;2022;35.917
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403011 Vélez-Málaga sección 03011;Renta neta media por hogar;2021;34.374
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403011 Vélez-Málaga sección 03011;Renta neta media por hogar;2020;32.112
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403011 Vélez-Málaga sección 03011;Renta neta media por hogar;2019;31.755
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403011 Vélez-Málaga sección 03011;Renta neta media por hogar;2018;29.055
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403011 Vélez-Málaga sección 03011;Renta neta media por hogar;2017;27.990
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403011 Vélez-Málaga sección 03011;Renta neta media por hogar;2016;27.082
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403011 Vélez-Málaga sección 03011;Renta neta media por hogar;2015;25.402
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403012 Vélez-Málaga sección 03012;Renta neta media por persona;2023;15.305
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403012 Vélez-Málaga sección 03012;Renta neta media por persona;2022;14.104
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403012 Vélez-Málaga sección 03012;Renta neta media por persona;2021;13.555
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403012 Vélez-Málaga sección 03012;Renta neta media por persona;2020;12.760
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403012 Vélez-Málaga sección 03012;Renta neta media por persona;2019;12.614
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403012 Vélez-Málaga sección 03012;Renta neta media por persona;2018;11.860
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403012 Vélez-Málaga sección 03012;Renta neta media por persona;2017;11.279
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403012 Vélez-Málaga sección 03012;Renta neta media por persona;2016;10.621
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403012 Vélez-Málaga sección 03012;Renta neta media por persona;2015;10.446
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403012 Vélez-Málaga sección 03012;Renta neta media por hogar;2023;37.190
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403012 Vélez-Málaga sección 03012;Renta neta media por hogar;2022;34.139
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403012 Vélez-Málaga sección 03012;Renta neta media por hogar;2021;33.196
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403012 Vélez-Málaga sección 03012;Renta neta media por hogar;2020;31.892
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403012 Vélez-Málaga sección 03012;Renta neta media por hogar;2019;32.145
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403012 Vélez-Málaga sección 03012;Renta neta media por hogar;2018;30.047
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403012 Vélez-Málaga sección 03012;Renta neta media por hogar;2017;28.933
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403012 Vélez-Málaga sección 03012;Renta neta media por hogar;2016;28.050
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403012 Vélez-Málaga sección 03012;Renta neta media por hogar;2015;27.391
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403013 Vélez-Málaga sección 03013;Renta neta media por persona;2023;16.255
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403013 Vélez-Málaga sección 03013;Renta neta media por persona;2022;14.529
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403013 Vélez-Málaga sección 03013;Renta neta media por persona;2021;12.917
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403013 Vélez-Málaga sección 03013;Renta neta media por persona;2020;13.052
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403013 Vélez-Málaga sección 03013;Renta neta media por persona;2019;12.876
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403013 Vélez-Málaga sección 03013;Renta neta media por persona;2018;12.081
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403013 Vélez-Málaga sección 03013;Renta neta media por persona;2017;11.755
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403013 Vélez-Málaga sección 03013;Renta neta media por persona;2016;10.567
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403013 Vélez-Málaga sección 03013;Renta neta media por persona;2015;10.953
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403013 Vélez-Málaga sección 03013;Renta neta media por hogar;2023;40.134
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403013 Vélez-Málaga sección 03013;Renta neta media por hogar;2022;36.297
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403013 Vélez-Málaga sección 03013;Renta neta media por hogar;2021;32.665
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403013 Vélez-Málaga sección 03013;Renta neta media por hogar;2020;32.970
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403013 Vélez-Málaga sección 03013;Renta neta media por hogar;2019;32.410
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403013 Vélez-Málaga sección 03013;Renta neta media por hogar;2018;30.091
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403013 Vélez-Málaga sección 03013;Renta neta media por hogar;2017;28.620
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403013 Vélez-Málaga sección 03013;Renta neta media por hogar;2016;27.012
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403013 Vélez-Málaga sección 03013;Renta neta media por hogar;2015;27.688
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403014 Vélez-Málaga sección 03014;Renta neta media por persona;2023;16.847
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403014 Vélez-Málaga sección 03014;Renta neta media por persona;2022;15.263
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403014 Vélez-Málaga sección 03014;Renta neta media por persona;2021;14.004
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403014 Vélez-Málaga sección 03014;Renta neta media por persona;2020;12.974
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403014 Vélez-Málaga sección 03014;Renta neta media por persona;2019;13.001
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403014 Vélez-Málaga sección 03014;Renta neta media por persona;2018;12.222
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403014 Vélez-Málaga sección 03014;Renta neta media por persona;2017;11.721
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403014 Vélez-Málaga sección 03014;Renta neta media por persona;2016;11.170
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403014 Vélez-Málaga sección 03014;Renta neta media por persona;2015;10.353
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403014 Vélez-Málaga sección 03014;Renta neta media por hogar;2023;44.093
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403014 Vélez-Málaga sección 03014;Renta neta media por hogar;2022;41.717
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403014 Vélez-Málaga sección 03014;Renta neta media por hogar;2021;37.782
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403014 Vélez-Málaga sección 03014;Renta neta media por hogar;2020;35.202
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403014 Vélez-Málaga sección 03014;Renta neta media por hogar;2019;35.516
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403014 Vélez-Málaga sección 03014;Renta neta media por hogar;2018;33.599
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403014 Vélez-Málaga sección 03014;Renta neta media por hogar;2017;32.516
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403014 Vélez-Málaga sección 03014;Renta neta media por hogar;2016;30.856
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403014 Vélez-Málaga sección 03014;Renta neta media por hogar;2015;28.971
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403015 Vélez-Málaga sección 03015;Renta neta media por persona;2023;14.611
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403015 Vélez-Málaga sección 03015;Renta neta media por persona;2022;13.421
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403015 Vélez-Málaga sección 03015;Renta neta media por persona;2021;12.999
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403015 Vélez-Málaga sección 03015;Renta neta media por persona;2020;12.295
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403015 Vélez-Málaga sección 03015;Renta neta media por persona;2019;12.334
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403015 Vélez-Málaga sección 03015;Renta neta media por persona;2018;11.756
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403015 Vélez-Málaga sección 03015;Renta neta media por persona;2017;10.969
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403015 Vélez-Málaga sección 03015;Renta neta media por persona;2016;""
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403015 Vélez-Málaga sección 03015;Renta neta media por persona;2015;""
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403015 Vélez-Málaga sección 03015;Renta neta media por hogar;2023;28.845
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403015 Vélez-Málaga sección 03015;Renta neta media por hogar;2022;26.783
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403015 Vélez-Málaga sección 03015;Renta neta media por hogar;2021;26.027
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403015 Vélez-Málaga sección 03015;Renta neta media por hogar;2020;25.026
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403015 Vélez-Málaga sección 03015;Renta neta media por hogar;2019;25.159
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403015 Vélez-Málaga sección 03015;Renta neta media por hogar;2018;23.723
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403015 Vélez-Málaga sección 03015;Renta neta media por hogar;2017;22.166
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403015 Vélez-Málaga sección 03015;Renta neta media por hogar;2016;""
29094 Vélez-Málaga;2909403 Vélez-Málaga distrito 03;2909403015 Vélez-Málaga sección 03015;Renta neta media por hogar;2015;""
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;;Renta neta media por persona;2023;13.297
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;;Renta neta media por persona;2022;12.075
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;;Renta neta media por persona;2021;11.400
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;;Renta neta media por persona;2020;10.812
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;;Renta neta media por persona;2019;10.571
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;;Renta neta media por persona;2018;10.078
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;;Renta neta media por persona;2017;9.688
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;;Renta neta media por persona;2016;8.995
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;;Renta neta media por persona;2015;9.061
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;;Renta neta media por hogar;2023;35.741
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;;Renta neta media por hogar;2022;32.542
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;;Renta neta media por hogar;2021;30.629
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;;Renta neta media por hogar;2020;29.008
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;;Renta neta media por hogar;2019;28.392
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;;Renta neta media por hogar;2018;27.381
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;;Renta neta media por hogar;2017;26.303
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;;Renta neta media por hogar;2016;24.870
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;;Renta neta media por hogar;2015;24.489
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404001 Vélez-Málaga sección 04001;Renta neta media por persona;2023;14.493
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404001 Vélez-Málaga sección 04001;Renta neta media por persona;2022;13.106
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404001 Vélez-Málaga sección 04001;Renta neta media por persona;2021;12.697
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404001 Vélez-Málaga sección 04001;Renta neta media por persona;2020;12.061
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404001 Vélez-Málaga sección 04001;Renta neta media por persona;2019;11.921
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404001 Vélez-Málaga sección 04001;Renta neta media por persona;2018;11.713
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404001 Vélez-Málaga sección 04001;Renta neta media por persona;2017;11.302
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404001 Vélez-Málaga sección 04001;Renta neta media por persona;2016;10.797
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404001 Vélez-Málaga sección 04001;Renta neta media por persona;2015;10.515
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404001 Vélez-Málaga sección 04001;Renta neta media por hogar;2023;43.270
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404001 Vélez-Málaga sección 04001;Renta neta media por hogar;2022;38.301
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404001 Vélez-Málaga sección 04001;Renta neta media por hogar;2021;36.883
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404001 Vélez-Málaga sección 04001;Renta neta media por hogar;2020;34.284
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404001 Vélez-Málaga sección 04001;Renta neta media por hogar;2019;33.638
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404001 Vélez-Málaga sección 04001;Renta neta media por hogar;2018;33.509
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404001 Vélez-Málaga sección 04001;Renta neta media por hogar;2017;31.728
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404001 Vélez-Málaga sección 04001;Renta neta media por hogar;2016;30.394
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404001 Vélez-Málaga sección 04001;Renta neta media por hogar;2015;29.239
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404002 Vélez-Málaga sección 04002;Renta neta media por persona;2023;10.214
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404002 Vélez-Málaga sección 04002;Renta neta media por persona;2022;9.908
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404002 Vélez-Málaga sección 04002;Renta neta media por persona;2021;9.319
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404002 Vélez-Málaga sección 04002;Renta neta media por persona;2020;8.721
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404002 Vélez-Málaga sección 04002;Renta neta media por persona;2019;8.531
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404002 Vélez-Málaga sección 04002;Renta neta media por persona;2018;7.845
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404002 Vélez-Málaga sección 04002;Renta neta media por persona;2017;7.348
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404002 Vélez-Málaga sección 04002;Renta neta media por persona;2016;6.937
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404002 Vélez-Málaga sección 04002;Renta neta media por persona;2015;7.029
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404002 Vélez-Málaga sección 04002;Renta neta media por hogar;2023;27.873
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404002 Vélez-Málaga sección 04002;Renta neta media por hogar;2022;25.967
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404002 Vélez-Málaga sección 04002;Renta neta media por hogar;2021;25.901
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404002 Vélez-Málaga sección 04002;Renta neta media por hogar;2020;24.097
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404002 Vélez-Málaga sección 04002;Renta neta media por hogar;2019;23.962
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404002 Vélez-Málaga sección 04002;Renta neta media por hogar;2018;22.337
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404002 Vélez-Málaga sección 04002;Renta neta media por hogar;2017;20.917
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404002 Vélez-Málaga sección 04002;Renta neta media por hogar;2016;20.115
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404002 Vélez-Málaga sección 04002;Renta neta media por hogar;2015;19.963
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404003 Vélez-Málaga sección 04003;Renta neta media por persona;2023;10.558
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404003 Vélez-Málaga sección 04003;Renta neta media por persona;2022;10.732
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404003 Vélez-Málaga sección 04003;Renta neta media por persona;2021;10.211
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404003 Vélez-Málaga sección 04003;Renta neta media por persona;2020;9.735
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404003 Vélez-Málaga sección 04003;Renta neta media por persona;2019;9.503
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404003 Vélez-Málaga sección 04003;Renta neta media por persona;2018;9.186
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404003 Vélez-Málaga sección 04003;Renta neta media por persona;2017;8.604
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404003 Vélez-Málaga sección 04003;Renta neta media por persona;2016;7.952
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404003 Vélez-Málaga sección 04003;Renta neta media por persona;2015;8.165
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404003 Vélez-Málaga sección 04003;Renta neta media por hogar;2023;28.065
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404003 Vélez-Málaga sección 04003;Renta neta media por hogar;2022;29.182
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404003 Vélez-Málaga sección 04003;Renta neta media por hogar;2021;27.532
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404003 Vélez-Málaga sección 04003;Renta neta media por hogar;2020;25.641
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404003 Vélez-Málaga sección 04003;Renta neta media por hogar;2019;24.925
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404003 Vélez-Málaga sección 04003;Renta neta media por hogar;2018;24.072
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404003 Vélez-Málaga sección 04003;Renta neta media por hogar;2017;22.979
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404003 Vélez-Málaga sección 04003;Renta neta media por hogar;2016;21.337
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404003 Vélez-Málaga sección 04003;Renta neta media por hogar;2015;21.133
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404004 Vélez-Málaga sección 04004;Renta neta media por persona;2023;15.335
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404004 Vélez-Málaga sección 04004;Renta neta media por persona;2022;13.853
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404004 Vélez-Málaga sección 04004;Renta neta media por persona;2021;13.125
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404004 Vélez-Málaga sección 04004;Renta neta media por persona;2020;12.343
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404004 Vélez-Málaga sección 04004;Renta neta media por persona;2019;12.002
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404004 Vélez-Málaga sección 04004;Renta neta media por persona;2018;11.499
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404004 Vélez-Málaga sección 04004;Renta neta media por persona;2017;11.260
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404004 Vélez-Málaga sección 04004;Renta neta media por persona;2016;9.996
