Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701020 Alhaurín de la Torre sección 01020;Renta neta media por hogar;2017;40.226
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701020 Alhaurín de la Torre sección 01020;Renta neta media por hogar;2016;38.786
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701020 Alhaurín de la Torre sección 01020;Renta neta media por hogar;2015;37.130
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701021 Alhaurín de la Torre sección 01021;Renta neta media por persona;2023;10.848
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701021 Alhaurín de la Torre sección 01021;Renta neta media por persona;2022;10.055
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701021 Alhaurín de la Torre sección 01021;Renta neta media por persona;2021;9.449
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701021 Alhaurín de la Torre sección 01021;Renta neta media por persona;2020;9.072
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701021 Alhaurín de la Torre sección 01021;Renta neta media por persona;2019;9.187
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701021 Alhaurín de la Torre sección 01021;Renta neta media por persona;2018;8.652
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701021 Alhaurín de la Torre sección 01021;Renta neta media por persona;2017;""
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701021 Alhaurín de la Torre sección 01021;Renta neta media por persona;2016;""
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701021 Alhaurín de la Torre sección 01021;Renta neta media por persona;2015;""
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701021 Alhaurín de la Torre sección 01021;Renta neta media por hogar;2023;30.972
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701021 Alhaurín de la Torre sección 01021;Renta neta media por hogar;2022;28.875
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701021 Alhaurín de la Torre sección 01021;Renta neta media por hogar;2021;26.572
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701021 Alhaurín de la Torre sección 01021;Renta neta media por hogar;2020;26.158
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701021 Alhaurín de la Torre sección 01021;Renta neta media por hogar;2019;26.793
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701021 Alhaurín de la Torre sección 01021;Renta neta media por hogar;2018;25.213
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701021 Alhaurín de la Torre sección 01021;Renta neta media por hogar;2017;""
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701021 Alhaurín de la Torre sección 01021;Renta neta media por hogar;2016;""
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701021 Alhaurín de la Torre sección 01021;Renta neta media por hogar;2015;""
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701022 Alhaurín de la Torre sección 01022;Renta neta media por persona;2023;10.588
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701022 Alhaurín de la Torre sección 01022;Renta neta media por persona;2022;""
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701022 Alhaurín de la Torre sección 01022;Renta neta media por persona;2021;""
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701022 Alhaurín de la Torre sección 01022;Renta neta media por persona;2020;""
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701022 Alhaurín de la Torre sección 01022;Renta neta media por persona;2019;""
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701022 Alhaurín de la Torre sección 01022;Renta neta media por persona;2018;""
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701022 Alhaurín de la Torre sección 01022;Renta neta media por persona;2017;""
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701022 Alhaurín de la Torre sección 01022;Renta neta media por persona;2016;""
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701022 Alhaurín de la Torre sección 01022;Renta neta media por persona;2015;""
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701022 Alhaurín de la Torre sección 01022;Renta neta media por hogar;2023;35.335
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701022 Alhaurín de la Torre sección 01022;Renta neta media por hogar;2022;""
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701022 Alhaurín de la Torre sección 01022;Renta neta media por hogar;2021;""
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701022 Alhaurín de la Torre sección 01022;Renta neta media por hogar;2020;""
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701022 Alhaurín de la Torre sección 01022;Renta neta media por hogar;2019;""
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701022 Alhaurín de la Torre sección 01022;Renta neta media por hogar;2018;""
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701022 Alhaurín de la Torre sección 01022;Renta neta media por hogar;2017;""
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701022 Alhaurín de la Torre sección 01022;Renta neta media por hogar;2016;""
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701022 Alhaurín de la Torre sección 01022;Renta neta media por hogar;2015;""
29008 Alhaurín el Grande;;;Renta neta media por persona;2023;10.432
29008 Alhaurín el Grande;;;Renta neta media por persona;2022;9.520
29008 Alhaurín el Grande;;;Renta neta media por persona;2021;8.655
29008 Alhaurín el Grande;;;Renta neta media por persona;2020;8.070
29008 Alhaurín el Grande;;;Renta neta media por persona;2019;8.188
29008 Alhaurín el Grande;;;Renta neta media por persona;2018;7.732
29008 Alhaurín el Grande;;;Renta neta media por persona;2017;7.166
29008 Alhaurín el Grande;;;Renta neta media por persona;2016;6.629
29008 Alhaurín el Grande;;;Renta neta media por persona;2015;6.474
29008 Alhaurín el Grande;;;Renta neta media por hogar;2023;30.953
29008 Alhaurín el Grande;;;Renta neta media por hogar;2022;28.322
29008 Alhaurín el Grande;;;Renta neta media por hogar;2021;25.835
29008 Alhaurín el Grande;;;Renta neta media por hogar;2020;24.329
29008 Alhaurín el Grande;;;Renta neta media por hogar;2019;24.862
29008 Alhaurín el Grande;;;Renta neta media por hogar;2018;23.423
29008 Alhaurín el Grande;;;Renta neta media por hogar;2017;21.751
29008 Alhaurín el Grande;;;Renta neta media por hogar;2016;20.439
29008 Alhaurín el Grande;;;Renta neta media por hogar;2015;19.952
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;;Renta neta media por persona;2023;10.247
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;;Renta neta media por persona;2022;9.306
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;;Renta neta media por persona;2021;8.595
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;;Renta neta media por persona;2020;8.111
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;;Renta neta media por persona;2019;""
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;;Renta neta media por persona;2018;""
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;;Renta neta media por persona;2017;""
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;;Renta neta media por persona;2016;""
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;;Renta neta media por persona;2015;""
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;;Renta neta media por hogar;2023;30.507
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;;Renta neta media por hogar;2022;27.695
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;;Renta neta media por hogar;2021;25.663
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;;Renta neta media por hogar;2020;24.468
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;;Renta neta media por hogar;2019;25.121
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;;Renta neta media por hogar;2018;23.535
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;;Renta neta media por hogar;2017;22.195
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;;Renta neta media por hogar;2016;20.802
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;;Renta neta media por hogar;2015;20.488
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801001 Alhaurín el Grande sección 01001;Renta neta media por persona;2023;8.589
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801001 Alhaurín el Grande sección 01001;Renta neta media por persona;2022;7.396
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801001 Alhaurín el Grande sección 01001;Renta neta media por persona;2021;7.117
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801001 Alhaurín el Grande sección 01001;Renta neta media por persona;2020;6.861
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801001 Alhaurín el Grande sección 01001;Renta neta media por persona;2019;7.083
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801001 Alhaurín el Grande sección 01001;Renta neta media por persona;2018;6.841
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801001 Alhaurín el Grande sección 01001;Renta neta media por persona;2017;6.434
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801001 Alhaurín el Grande sección 01001;Renta neta media por persona;2016;5.672
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801001 Alhaurín el Grande sección 01001;Renta neta media por persona;2015;6.058
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801001 Alhaurín el Grande sección 01001;Renta neta media por hogar;2023;25.120
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801001 Alhaurín el Grande sección 01001;Renta neta media por hogar;2022;22.345
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801001 Alhaurín el Grande sección 01001;Renta neta media por hogar;2021;21.492
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801001 Alhaurín el Grande sección 01001;Renta neta media por hogar;2020;20.582
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801001 Alhaurín el Grande sección 01001;Renta neta media por hogar;2019;21.120
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801001 Alhaurín el Grande sección 01001;Renta neta media por hogar;2018;20.118
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801001 Alhaurín el Grande sección 01001;Renta neta media por hogar;2017;18.728
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801001 Alhaurín el Grande sección 01001;Renta neta media por hogar;2016;16.540
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801001 Alhaurín el Grande sección 01001;Renta neta media por hogar;2015;17.387
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801002 Alhaurín el Grande sección 01002;Renta neta media por persona;2023;10.792
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801002 Alhaurín el Grande sección 01002;Renta neta media por persona;2022;9.599
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801002 Alhaurín el Grande sección 01002;Renta neta media por persona;2021;8.877
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801002 Alhaurín el Grande sección 01002;Renta neta media por persona;2020;8.598
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801002 Alhaurín el Grande sección 01002;Renta neta media por persona;2019;8.817
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801002 Alhaurín el Grande sección 01002;Renta neta media por persona;2018;8.108
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801002 Alhaurín el Grande sección 01002;Renta neta media por persona;2017;7.610
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801002 Alhaurín el Grande sección 01002;Renta neta media por persona;2016;7.240
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801002 Alhaurín el Grande sección 01002;Renta neta media por persona;2015;7.073
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801002 Alhaurín el Grande sección 01002;Renta neta media por hogar;2023;33.132
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801002 Alhaurín el Grande sección 01002;Renta neta media por hogar;2022;29.458
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801002 Alhaurín el Grande sección 01002;Renta neta media por hogar;2021;27.339
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801002 Alhaurín el Grande sección 01002;Renta neta media por hogar;2020;26.739
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801002 Alhaurín el Grande sección 01002;Renta neta media por hogar;2019;27.938
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801002 Alhaurín el Grande sección 01002;Renta neta media por hogar;2018;25.767
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801002 Alhaurín el Grande sección 01002;Renta neta media por hogar;2017;24.532
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801002 Alhaurín el Grande sección 01002;Renta neta media por hogar;2016;23.665
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801002 Alhaurín el Grande sección 01002;Renta neta media por hogar;2015;23.219
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801003 Alhaurín el Grande sección 01003;Renta neta media por persona;2023;9.867
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801003 Alhaurín el Grande sección 01003;Renta neta media por persona;2022;9.147
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801003 Alhaurín el Grande sección 01003;Renta neta media por persona;2021;8.466
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801003 Alhaurín el Grande sección 01003;Renta neta media por persona;2020;7.945
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801003 Alhaurín el Grande sección 01003;Renta neta media por persona;2019;7.897
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801003 Alhaurín el Grande sección 01003;Renta neta media por persona;2018;7.344
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801003 Alhaurín el Grande sección 01003;Renta neta media por persona;2017;7.143
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801003 Alhaurín el Grande sección 01003;Renta neta media por persona;2016;6.527
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801003 Alhaurín el Grande sección 01003;Renta neta media por persona;2015;6.241
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801003 Alhaurín el Grande sección 01003;Renta neta media por hogar;2023;29.142
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801003 Alhaurín el Grande sección 01003;Renta neta media por hogar;2022;27.246
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801003 Alhaurín el Grande sección 01003;Renta neta media por hogar;2021;25.397
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801003 Alhaurín el Grande sección 01003;Renta neta media por hogar;2020;23.906
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801003 Alhaurín el Grande sección 01003;Renta neta media por hogar;2019;24.078
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801003 Alhaurín el Grande sección 01003;Renta neta media por hogar;2018;22.560
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801003 Alhaurín el Grande sección 01003;Renta neta media por hogar;2017;21.515
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801003 Alhaurín el Grande sección 01003;Renta neta media por hogar;2016;20.152
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801003 Alhaurín el Grande sección 01003;Renta neta media por hogar;2015;19.440
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801004 Alhaurín el Grande sección 01004;Renta neta media por persona;2023;10.906
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801004 Alhaurín el Grande sección 01004;Renta neta media por persona;2022;10.204
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801004 Alhaurín el Grande sección 01004;Renta neta media por persona;2021;9.337
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801004 Alhaurín el Grande sección 01004;Renta neta media por persona;2020;8.965
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801004 Alhaurín el Grande sección 01004;Renta neta media por persona;2019;9.086
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801004 Alhaurín el Grande sección 01004;Renta neta media por persona;2018;8.411
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801004 Alhaurín el Grande sección 01004;Renta neta media por persona;2017;8.017
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801004 Alhaurín el Grande sección 01004;Renta neta media por persona;2016;7.510
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801004 Alhaurín el Grande sección 01004;Renta neta media por persona;2015;7.247
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801004 Alhaurín el Grande sección 01004;Renta neta media por hogar;2023;32.020
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801004 Alhaurín el Grande sección 01004;Renta neta media por hogar;2022;29.579
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801004 Alhaurín el Grande sección 01004;Renta neta media por hogar;2021;27.134
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801004 Alhaurín el Grande sección 01004;Renta neta media por hogar;2020;26.659
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801004 Alhaurín el Grande sección 01004;Renta neta media por hogar;2019;26.738
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801004 Alhaurín el Grande sección 01004;Renta neta media por hogar;2018;25.052
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801004 Alhaurín el Grande sección 01004;Renta neta media por hogar;2017;23.737
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801004 Alhaurín el Grande sección 01004;Renta neta media por hogar;2016;22.714
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801004 Alhaurín el Grande sección 01004;Renta neta media por hogar;2015;21.894
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801006 Alhaurín el Grande sección 01006;Renta neta media por persona;2023;10.509
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801006 Alhaurín el Grande sección 01006;Renta neta media por persona;2022;9.673
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801006 Alhaurín el Grande sección 01006;Renta neta media por persona;2021;9.107
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801006 Alhaurín el Grande sección 01006;Renta neta media por persona;2020;8.019
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801006 Alhaurín el Grande sección 01006;Renta neta media por persona;2019;8.256
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801006 Alhaurín el Grande sección 01006;Renta neta media por persona;2018;7.867
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801006 Alhaurín el Grande sección 01006;Renta neta media por persona;2017;7.200
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801006 Alhaurín el Grande sección 01006;Renta neta media por persona;2016;6.734
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801006 Alhaurín el Grande sección 01006;Renta neta media por persona;2015;6.513
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801006 Alhaurín el Grande sección 01006;Renta neta media por hogar;2023;31.437
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801006 Alhaurín el Grande sección 01006;Renta neta media por hogar;2022;28.804
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801006 Alhaurín el Grande sección 01006;Renta neta media por hogar;2021;27.087
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801006 Alhaurín el Grande sección 01006;Renta neta media por hogar;2020;24.214
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801006 Alhaurín el Grande sección 01006;Renta neta media por hogar;2019;25.113
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801006 Alhaurín el Grande sección 01006;Renta neta media por hogar;2018;23.859
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801006 Alhaurín el Grande sección 01006;Renta neta media por hogar;2017;21.877
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801006 Alhaurín el Grande sección 01006;Renta neta media por hogar;2016;20.883
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801006 Alhaurín el Grande sección 01006;Renta neta media por hogar;2015;19.920
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801007 Alhaurín el Grande sección 01007;Renta neta media por persona;2023;10.880
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801007 Alhaurín el Grande sección 01007;Renta neta media por persona;2022;9.597
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801007 Alhaurín el Grande sección 01007;Renta neta media por persona;2021;8.824
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801007 Alhaurín el Grande sección 01007;Renta neta media por persona;2020;8.349
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801007 Alhaurín el Grande sección 01007;Renta neta media por persona;2019;8.105
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801007 Alhaurín el Grande sección 01007;Renta neta media por persona;2018;7.555
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801007 Alhaurín el Grande sección 01007;Renta neta media por persona;2017;6.973
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801007 Alhaurín el Grande sección 01007;Renta neta media por persona;2016;6.425
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801007 Alhaurín el Grande sección 01007;Renta neta media por persona;2015;6.641
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801007 Alhaurín el Grande sección 01007;Renta neta media por hogar;2023;32.966
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801007 Alhaurín el Grande sección 01007;Renta neta media por hogar;2022;28.598
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801007 Alhaurín el Grande sección 01007;Renta neta media por hogar;2021;26.100
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801007 Alhaurín el Grande sección 01007;Renta neta media por hogar;2020;24.979
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801007 Alhaurín el Grande sección 01007;Renta neta media por hogar;2019;25.273
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801007 Alhaurín el Grande sección 01007;Renta neta media por hogar;2018;23.737
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801007 Alhaurín el Grande sección 01007;Renta neta media por hogar;2017;22.666
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801007 Alhaurín el Grande sección 01007;Renta neta media por hogar;2016;20.616
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801007 Alhaurín el Grande sección 01007;Renta neta media por hogar;2015;21.925
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801008 Alhaurín el Grande sección 01008;Renta neta media por persona;2023;10.231
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801008 Alhaurín el Grande sección 01008;Renta neta media por persona;2022;9.585
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801008 Alhaurín el Grande sección 01008;Renta neta media por persona;2021;8.453
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801008 Alhaurín el Grande sección 01008;Renta neta media por persona;2020;8.096
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801008 Alhaurín el Grande sección 01008;Renta neta media por persona;2019;8.584
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801008 Alhaurín el Grande sección 01008;Renta neta media por persona;2018;7.975
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801008 Alhaurín el Grande sección 01008;Renta neta media por persona;2017;7.382
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801008 Alhaurín el Grande sección 01008;Renta neta media por persona;2016;""
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801008 Alhaurín el Grande sección 01008;Renta neta media por persona;2015;""
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801008 Alhaurín el Grande sección 01008;Renta neta media por hogar;2023;29.854
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801008 Alhaurín el Grande sección 01008;Renta neta media por hogar;2022;27.487
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801008 Alhaurín el Grande sección 01008;Renta neta media por hogar;2021;24.629
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801008 Alhaurín el Grande sección 01008;Renta neta media por hogar;2020;24.083
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801008 Alhaurín el Grande sección 01008;Renta neta media por hogar;2019;25.291
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801008 Alhaurín el Grande sección 01008;Renta neta media por hogar;2018;23.524
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801008 Alhaurín el Grande sección 01008;Renta neta media por hogar;2017;22.274
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801008 Alhaurín el Grande sección 01008;Renta neta media por hogar;2016;""
29008 Alhaurín el Grande;2900801 Alhaurín el Grande distrito 01;2900801008 Alhaurín el Grande sección 01008;Renta neta media por hogar;2015;""
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;;Renta neta media por persona;2023;10.097
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;;Renta neta media por persona;2022;9.265
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;;Renta neta media por persona;2021;8.510
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;;Renta neta media por persona;2020;8.049
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;;Renta neta media por persona;2019;""
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;;Renta neta media por persona;2018;""
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;;Renta neta media por persona;2017;""
